Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1610410317,192.168.1.159,59000,137.110.0.69,443,17,106,146,1,1,1610410317136;1610410317136;,146;106;,2;1;
1610410319,192.168.1.159,59000,137.110.0.69,443,17,106,392,1,1,1610410319129;1610410319181;,392;106;,2;1;
1610410321,192.168.1.159,59000,137.110.0.69,443,17,243,137,2,1,1610410321604;1610410321659;1610410321713;,137;137;106;,1;2;1;
1610410322,192.168.1.159,59000,137.110.0.69,443,17,214,236,2,2,1610410322263;1610410322308;1610410322587;1610410322604;,107;118;107;118;,1;2;1;2;
1610410325,192.168.1.159,59000,137.110.0.69,443,17,205,106,1,1,1610410325968;1610410325991;,205;106;,1;2;
