Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts
1610172953,192.168.1.151,49652,137.110.0.70,443,17,1679,1280,8,8
1610172954,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172954,192.168.1.151,50633,137.110.0.70,443,6,77,40,1,1
1610172955,192.168.1.151,49652,137.110.0.70,443,17,891,407,4,2
1610172956,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610172956,192.168.1.151,49652,137.110.0.70,443,17,35736,846760,270,630
1610172957,192.168.1.151,49652,137.110.0.70,443,17,53895,1266201,410,959
1610172958,192.168.1.151,49652,137.110.0.70,443,17,1457,317,6,2
1610172959,192.168.1.151,49652,137.110.0.70,443,17,4895,5401,18,17
1610172959,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172960,192.168.1.151,49652,137.110.0.70,443,17,2824,7977,13,16
1610172960,192.168.1.1,5353,224.0.0.251,5353,17,197,0,1,0
1610172960,192.168.1.164,9999,255.255.255.255,9999,17,57,0,1,0
1610172961,192.168.1.151,49652,137.110.0.70,443,17,231,0,1,0
1610172962,192.168.1.151,49652,137.110.0.70,443,17,45438,1170851,347,871
1610172963,192.168.1.151,49652,137.110.0.70,443,17,1315,405,6,3
1610172964,192.168.1.151,49652,137.110.0.70,443,17,1601,1064,7,7
1610172964,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172965,FE80::5AEF:68FF:FE42:A0DA,0,FF02::1,0,58,152,0,1,0
1610172966,192.168.1.151,49652,137.110.0.70,443,17,21862,392606,142,297
1610172967,192.168.1.151,49652,137.110.0.70,443,17,55140,1072094,415,802
1610172967,192.168.1.1,41864,239.255.255.250,1900,17,2726,0,8,0
1610172968,192.168.1.151,49652,137.110.0.70,443,17,868,253,3,1
1610172968,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172970,192.168.1.96,0,239.255.255.250,0,2,32,0,1,0
1610172970,192.168.1.1,40087,239.255.255.250,1900,17,1440,0,3,0
1610172970,192.168.1.1,41123,239.255.255.250,1900,17,517,0,1,0
1610172970,192.168.1.1,56478,239.255.255.250,1900,17,963,0,2,0
1610172970,192.168.1.1,40639,239.255.255.250,1900,17,533,0,1,0
1610172970,192.168.1.1,41948,239.255.255.250,1900,17,983,0,2,0
1610172970,192.168.1.1,57654,239.255.255.250,1900,17,515,0,1,0
1610172970,192.168.1.1,52128,239.255.255.250,1900,17,527,0,1,0
1610172970,192.168.1.151,49652,137.110.0.70,443,17,714,252,4,2
1610172970,192.168.1.1,59889,239.255.255.250,1900,17,1440,0,3,0
1610172970,192.168.1.1,48908,239.255.255.250,1900,17,517,0,1,0
1610172970,192.168.1.1,48610,239.255.255.250,1900,17,963,0,2,0
1610172970,192.168.1.1,40192,239.255.255.250,1900,17,533,0,1,0
1610172970,192.168.1.1,43275,239.255.255.250,1900,17,983,0,2,0
1610172970,192.168.1.1,41894,239.255.255.250,1900,17,515,0,1,0
1610172970,192.168.1.1,49964,239.255.255.250,1900,17,527,0,1,0
1610172971,192.168.1.151,49652,137.110.0.70,443,17,52743,1162501,400,869
1610172972,192.168.1.151,49652,137.110.0.70,443,17,2128,2086,9,10
1610172973,192.168.1.151,49652,137.110.0.70,443,17,2317,1342,9,7
1610172973,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610172973,192.168.1.67,5353,224.0.0.251,5353,17,143,0,1,0
1610172973,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,163,0,1,0
1610172974,192.168.1.151,49652,137.110.0.70,443,17,3892,2057,7,9
1610172974,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172975,192.168.1.151,49652,137.110.0.70,443,17,165,154,1,1
1610172975,192.168.1.67,0,239.255.255.250,0,2,32,0,1,0
1610172976,192.168.1.151,49652,137.110.0.70,443,17,11398,198700,77,149
1610172977,192.168.1.151,49652,137.110.0.70,443,17,35532,931432,282,692
1610172977,192.168.1.67,5353,224.0.0.251,5353,17,510,0,2,0
1610172977,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,550,0,2,0
1610172977,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610172978,192.168.1.151,49652,137.110.0.70,443,17,848,1205,3,1
1610172978,FE80::1C9C:E39F:43FE:DE21,0,FF02::16,0,0,76,0,1,0
1610172978,192.168.1.67,5353,224.0.0.251,5353,17,1116,0,4,0
1610172978,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,1196,0,4,0
1610172978,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172979,192.168.1.151,49652,137.110.0.70,443,17,4494,2693,10,13
1610172979,FE80::1C9C:E39F:43FE:DE21,0,FF02::16,0,0,76,0,1,0
1610172979,192.168.1.67,5353,224.0.0.251,5353,17,376,0,1,0
1610172979,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,396,0,1,0
1610172979,192.168.1.200,0,239.255.255.250,0,2,32,0,1,0
1610172980,192.168.1.67,5353,224.0.0.251,5353,17,629,0,1,0
1610172980,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,649,0,1,0
1610172981,FE80::5AEF:68FF:FE42:A0DA,0,FF02::1,0,58,152,0,1,0
1610172981,192.168.1.151,49652,137.110.0.70,443,17,462,0,2,0
1610172981,192.168.1.67,5353,224.0.0.251,5353,17,143,0,1,0
1610172981,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,163,0,1,0
1610172982,192.168.1.151,49652,137.110.0.70,443,17,86718,1374542,605,1023
1610172983,192.168.1.151,49652,137.110.0.70,443,17,291,406,2,3
1610172983,192.168.1.1,5353,224.0.0.251,5353,17,164,0,2,0
1610172984,192.168.1.1,5353,224.0.0.251,5353,17,551,0,4,0
1610172984,192.168.1.151,49652,137.110.0.70,443,17,1508,1469,9,9
1610172984,192.168.1.67,5353,224.0.0.251,5353,17,629,0,1,0
1610172984,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,649,0,1,0
1610172984,192.168.1.151,50633,137.110.0.70,443,6,77,117,1,2
1610172985,192.168.1.151,50633,137.110.0.70,443,6,40,0,1,0
1610172985,192.168.1.151,49652,137.110.0.70,443,17,1437,1841,7,9
1610172985,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172985,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610172986,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610172986,192.168.1.151,49652,137.110.0.70,443,17,17725,453004,124,344
1610172987,192.168.1.151,49652,137.110.0.70,443,17,72614,1647230,576,1228
1610172987,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610172988,192.168.1.151,49652,137.110.0.70,443,17,9015,8394,23,19
1610172988,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172989,192.168.1.151,49652,137.110.0.70,443,17,212,2334,2,4
1610172990,192.168.1.151,49652,137.110.0.70,443,17,3652,2328,10,10
1610172990,192.168.1.67,5353,224.0.0.251,5353,17,143,0,1,0
1610172990,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,163,0,1,0
1610172991,192.168.1.151,49652,137.110.0.70,443,17,50344,1128200,386,840
1610172992,192.168.1.151,49652,137.110.0.70,443,17,9198,238242,73,177
1610172992,192.168.1.95,137,192.168.1.255,137,17,78,0,1,0
1610172993,192.168.1.151,49652,137.110.0.70,443,17,1719,405,8,3
1610172993,192.168.1.95,5353,224.0.0.251,5353,17,69,0,1,0
1610172993,192.168.1.1,5353,224.0.0.251,5353,17,108,0,1,0
1610172993,192.168.1.109,0,239.255.255.250,0,2,32,0,1,0
1610172994,192.168.1.109,5353,224.0.0.251,5353,17,167,0,1,0
1610172994,FE80::184B:A48F:F048:DE5F,5353,FF02::FB,5353,17,187,0,1,0
1610172994,192.168.1.151,49652,137.110.0.70,443,17,1160,1084,5,7
1610172995,192.168.1.109,5353,224.0.0.251,5353,17,167,0,1,0
1610172995,FE80::184B:A48F:F048:DE5F,5353,FF02::FB,5353,17,187,0,1,0
1610172995,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172995,192.168.1.96,0,239.255.255.250,0,2,32,0,1,0
1610172996,192.168.1.151,49652,137.110.0.70,443,17,231,0,1,0
1610172997,192.168.1.151,49652,137.110.0.70,443,17,55014,1434483,420,1071
1610172997,FE80::5AEF:68FF:FE42:A0DA,0,FF02::1,0,58,152,0,1,0
1610172998,192.168.1.151,49652,137.110.0.70,443,17,36399,945933,282,706
1610172998,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610172999,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610172999,192.168.1.151,49652,137.110.0.70,443,17,5343,2050,8,5
1610172999,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610172999,FE80::105C:9167:78D5:F971,5353,FF02::FB,5353,17,163,0,1,0
1610172999,192.168.1.1,5353,224.0.0.251,5353,17,226,0,1,0
1610172999,192.168.1.1,0,224.0.0.251,0,2,28,0,1,0
