Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts
1610263064,192.168.1.151,49662,137.110.0.69,443,17,118,0,1,0
1610263065,192.168.1.151,49662,137.110.0.69,443,17,242,137,2,1
1610263066,192.168.1.151,49662,137.110.0.69,443,17,1527,406,3,3
1610263066,192.168.1.60,9999,255.255.255.255,9999,17,57,0,1,0
1610263067,192.168.1.151,49662,137.110.0.69,443,17,1012,1194,5,8
1610263068,192.168.1.151,49662,137.110.0.69,443,17,52042,1566665,456,1155
1610263071,192.168.1.151,49662,137.110.0.69,443,17,2034,1713,6,9
1610263072,192.168.1.151,49662,137.110.0.69,443,17,107,118,1,1
1610263073,192.168.1.151,49662,137.110.0.69,443,17,371,0,1,0
1610263074,192.168.1.151,49662,137.110.0.69,443,17,107,118,1,1
1610263075,FE80::5AEF:68FF:FE42:A0DA,0,FF02::1,0,58,152,0,1,0
1610263077,192.168.1.151,49662,137.110.0.69,443,17,960,963,4,6
1610263078,192.168.1.151,49662,137.110.0.69,443,17,46701,1168653,398,871
1610263079,192.168.1.151,49662,137.110.0.69,443,17,107,118,1,1
1610263080,192.168.1.151,49662,137.110.0.69,443,17,1582,700,4,5
1610263081,192.168.1.151,49662,137.110.0.69,443,17,145,106,1,1
1610263082,192.168.1.151,52738,137.110.0.69,443,6,77,40,1,1
1610263083,192.168.1.151,49662,137.110.0.69,443,17,371,0,1,0
1610263085,192.168.1.151,49662,137.110.0.69,443,17,588,893,4,6
1610263086,192.168.1.151,49662,137.110.0.69,443,17,212,300,2,2
1610263087,192.168.1.151,49662,137.110.0.69,443,17,38811,1086076,350,796
1610263088,192.168.1.151,49662,137.110.0.69,443,17,1384,1401,7,9
1610263089,192.168.1.151,49662,137.110.0.69,443,17,4481,9693,16,16
1610263091,192.168.1.151,49662,137.110.0.69,443,17,212,840,2,4
1610263092,192.168.1.151,49662,137.110.0.69,443,17,2462,1220,7,9
1610263092,192.168.1.164,9999,255.255.255.255,9999,17,57,0,1,0
1610263093,192.168.1.151,49662,137.110.0.69,443,17,585,236,3,2
