Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1614133319,192.168.1.151,57099,137.110.0.69,443,17,3511,1734,6,8,1614133319003;1614133319003;1614133319003;1614133319030;1614133319030;1614133319040;1614133319040;1614133319081;1614133319104;1614133319104;1614133319104;1614133319105;1614133319116;1614133319144;,1366;1366;422;106;106;106;145;106;499;521;145;106;145;106;,1;1;1;2;2;2;2;1;2;2;2;1;1;2;
1614133319,192.168.1.32,0,239.255.255.250,0,2,32,0,1,0,1614133319174;,32;,1;
1614133319,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0,1614133319208;,32;,1;
1614133319,192.168.1.32,5353,224.0.0.251,5353,17,124,0,1,0,1614133319208;,124;,1;
1614133319,FE80::8A0:7EF:BF7E:E4AC,5353,FF02::FB,5353,17,144,0,1,0,1614133319208;,144;,1;
1614133319,192.168.1.164,5353,224.0.0.251,5353,17,393,0,1,0,1614133319208;,393;,1;
1614133319,192.168.1.60,5353,224.0.0.251,5353,17,600,0,2,0,1614133319413;1614133319413;,415;185;,1;1;
1614133320,192.168.1.151,57099,137.110.0.69,443,17,213,275,2,2,1614133320145;1614133320176;1614133320667;1614133320708;,107;118;157;106;,1;2;2;1;
1614133320,192.168.1.32,5353,224.0.0.251,5353,17,73,0,1,0,1614133320742;,73;,1;
1614133321,192.168.1.151,57099,137.110.0.69,443,17,436,224,4,2,1614133321756;1614133321787;1614133321787;1614133321788;1614133321815;1614133321815;,118;118;106;106;106;106;,1;2;1;1;2;1;
1614133322,192.168.1.151,57099,137.110.0.69,443,17,6475,3242,57,29,1614133322003;1614133322756;1614133322757;1614133322757;1614133322767;1614133322768;1614133322768;1614133322768;1614133322781;1614133322781;1614133322781;1614133322782;1614133322782;1614133322782;1614133322782;1614133322782;1614133322782;1614133322789;1614133322789;1614133322789;1614133322789;1614133322790;1614133322791;1614133322792;1614133322792;1614133322792;1614133322793;1614133322793;1614133322793;1614133322806;1614133322806;1614133322806;1614133322807;1614133322807;1614133322807;1614133322812;1614133322813;1614133322816;1614133322816;1614133322816;1614133322816;1614133322816;1614133322817;1614133322817;1614133322817;1614133322817;1614133322817;1614133322818;1614133322818;1614133322823;1614133322823;1614133322838;1614133322838;1614133322838;1614133322838;1614133322839;1614133322839;1614133322839;1614133322839;1614133322839;1614133322840;1614133322840;1614133322840;1614133322840;1614133322841;1614133322842;1614133322843;1614133322843;1614133322843;1614133322843;1614133322843;1614133322843;1614133322863;1614133322863;1614133322863;1614133322863;1614133322864;1614133322864;1614133322869;1614133322869;1614133322869;1614133322869;1614133322870;1614133322870;1614133322870;1614133322871;,371;118;118;118;118;118;118;118;118;118;118;106;106;106;106;106;106;118;118;118;118;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;118;106;106;106;118;118;106;106;118;118;118;118;106;106;118;118;118;106;106;106;106;106;106;118;118;118;118;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;,1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;
1614133322,192.168.1.95,0,239.255.255.250,0,2,32,0,1,0,1614133322075;,32;,1;
1614133322,192.168.1.48,5353,224.0.0.251,5353,17,73,0,1,0,1614133322177;,73;,1;
