Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts
1610173254,192.168.1.151,49652,137.110.0.70,443,17,70950,1829698,563,1360
1610173254,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173255,192.168.1.151,50633,137.110.0.70,443,6,77,40,1,1
1610173256,192.168.1.151,49652,137.110.0.70,443,17,931,455,5,2
1610173256,192.168.1.1,0,224.0.0.1,0,2,28,0,1,0
1610173257,192.168.1.151,49652,137.110.0.70,443,17,252,340,2,2
1610173258,192.168.1.151,49652,137.110.0.70,443,17,742,0,2,0
1610173259,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173259,192.168.1.96,0,224.0.0.251,0,2,32,0,1,0
1610173259,192.168.1.151,49652,137.110.0.70,443,17,48294,1165762,368,867
1610173260,192.168.1.151,49652,137.110.0.70,443,17,8593,9631,55,24
1610173261,192.168.1.164,9999,255.255.255.255,9999,17,57,0,1,0
1610173262,192.168.1.151,49652,137.110.0.70,443,17,231,98,1,1
1610173263,192.168.1.151,49652,137.110.0.70,443,17,1678,1332,8,8
1610173263,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173264,192.168.1.151,49652,137.110.0.70,443,17,51368,1165362,389,872
1610173264,192.168.1.96,0,224.0.0.252,0,2,32,0,1,0
1610173264,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173265,192.168.1.151,49652,137.110.0.70,443,17,709,137,4,1
1610173265,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173267,192.168.1.151,49652,137.110.0.70,443,17,141,243,1,2
1610173268,192.168.1.151,49652,137.110.0.70,443,17,1881,984,6,6
1610173269,192.168.1.151,49652,137.110.0.70,443,17,47313,1174422,338,882
1610173269,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173270,192.168.1.151,49652,137.110.0.70,443,17,10584,362,84,3
1610173271,192.168.1.67,5353,224.0.0.251,5353,17,143,0,1,0
1610173271,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,163,0,1,0
1610173273,192.168.1.151,49652,137.110.0.70,443,17,2238,2183,8,9
1610173274,192.168.1.151,49652,137.110.0.70,443,17,69843,1163864,523,870
1610173274,192.168.1.96,0,239.255.255.250,0,2,32,0,1,0
1610173275,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173275,192.168.1.151,49652,137.110.0.70,443,17,0,95,0,1
1610173276,192.168.1.151,49652,137.110.0.70,443,17,233,297,2,2
1610173276,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173277,192.168.1.151,49652,137.110.0.70,443,17,252,340,2,2
1610173278,192.168.1.151,49652,137.110.0.70,443,17,1044,1134,5,7
1610173279,192.168.1.151,49652,137.110.0.70,443,17,41281,1175322,314,875
1610173279,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173280,192.168.1.151,49652,137.110.0.70,443,17,3021,744,8,4
1610173280,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610173281,192.168.1.96,0,239.255.255.250,0,2,32,0,1,0
1610173281,192.168.1.151,49652,137.110.0.70,443,17,1017,0,2,0
1610173282,192.168.1.151,49652,137.110.0.70,443,17,3249,2069,7,8
1610173283,192.168.1.151,49652,137.110.0.70,443,17,3428,1681,12,8
1610173284,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173284,192.168.1.151,49652,137.110.0.70,443,17,11922,288170,81,215
1610173285,192.168.1.151,49652,137.110.0.70,443,17,49687,1110828,360,828
1610173286,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173286,192.168.1.151,49652,137.110.0.70,443,17,547,407,3,2
1610173288,192.168.1.151,49652,137.110.0.70,443,17,1175,279,5,1
1610173289,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173289,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173289,192.168.1.151,49652,137.110.0.70,443,17,4871,1883,10,4
1610173290,192.168.1.151,49652,137.110.0.70,443,17,48902,1166637,368,873
1610173291,192.168.1.151,49652,137.110.0.70,443,17,7330,10389,22,23
1610173292,192.168.1.151,49652,137.110.0.70,443,17,3882,6185,16,16
1610173292,192.168.1.95,137,192.168.1.255,137,17,78,0,1,0
1610173293,192.168.1.151,49652,137.110.0.70,443,17,1389,162,4,1
1610173294,192.168.1.151,49652,137.110.0.70,443,17,52785,1162737,404,870
1610173294,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173295,192.168.1.151,49652,137.110.0.70,443,17,891,137,2,1
1610173296,192.168.1.151,49652,137.110.0.70,443,17,377,154,3,1
1610173297,192.168.1.151,49652,137.110.0.70,443,17,2079,5619,11,16
1610173298,192.168.1.151,49652,137.110.0.70,443,17,605,256,3,2
1610173299,192.168.1.151,49652,137.110.0.70,443,17,7830,5244,16,20
1610173299,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173300,192.168.1.151,49652,137.110.0.70,443,17,58026,1351180,446,1009
1610173301,192.168.1.151,49652,137.110.0.70,443,17,3169,2259,8,10
1610173301,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610173301,FE80::105C:9167:78D5:F971,5353,FF02::FB,5353,17,163,0,1,0
1610173302,192.168.1.242,5353,224.0.0.251,5353,17,125,0,1,0
1610173302,FE80::F2:F7A1:A360:419,5353,FF02::FB,5353,17,145,0,1,0
1610173302,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610173302,FE80::105C:9167:78D5:F971,5353,FF02::FB,5353,17,163,0,1,0
1610173302,192.168.1.60,9999,255.255.255.255,9999,17,57,0,1,0
1610173303,192.168.1.151,49652,137.110.0.70,443,17,639,162,3,1
1610173303,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173303,192.168.1.242,5353,224.0.0.251,5353,17,125,0,1,0
1610173303,FE80::F2:F7A1:A360:419,5353,FF02::FB,5353,17,145,0,1,0
1610173303,192.168.1.219,5353,224.0.0.251,5353,17,106,0,1,0
1610173303,FE80::105C:9167:78D5:F971,5353,FF02::FB,5353,17,126,0,1,0
1610173304,192.168.1.151,49652,137.110.0.70,443,17,44460,1173965,332,881
1610173304,192.168.1.219,5353,224.0.0.251,5353,17,106,0,1,0
1610173304,FE80::105C:9167:78D5:F971,5353,FF02::FB,5353,17,126,0,1,0
1610173305,192.168.1.151,49652,137.110.0.70,443,17,5168,2116,10,10
1610173305,192.168.1.219,5353,224.0.0.251,5353,17,94,0,1,0
1610173305,FE80::105C:9167:78D5:F971,5353,FF02::FB,5353,17,114,0,1,0
1610173306,192.168.1.151,49652,137.110.0.70,443,17,5280,3525,14,12
1610173306,192.168.1.242,5353,224.0.0.251,5353,17,125,0,1,0
1610173306,FE80::F2:F7A1:A360:419,5353,FF02::FB,5353,17,145,0,1,0
1610173306,192.168.1.96,0,239.255.255.250,0,2,32,0,1,0
1610173307,192.168.1.151,49652,137.110.0.70,443,17,3822,4473,12,19
1610173307,192.168.1.219,5353,224.0.0.251,5353,17,106,0,1,0
1610173307,FE80::105C:9167:78D5:F971,5353,FF02::FB,5353,17,126,0,1,0
1610173308,192.168.1.151,49652,137.110.0.70,443,17,371,0,1,0
1610173308,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173309,192.168.1.151,49652,137.110.0.70,443,17,52116,1328149,400,988
1610173310,192.168.1.96,0,239.255.255.250,0,2,32,0,1,0
1610173311,FE80::CC6:78D5:61AC:C15D,0,FF02::16,0,0,76,0,1,0
1610173311,192.168.1.23,5353,224.0.0.251,5353,17,140,0,1,0
1610173311,FE80::CC6:78D5:61AC:C15D,5353,FF02::FB,5353,17,160,0,1,0
1610173311,192.168.1.1,0,224.0.0.251,0,2,28,0,1,0
1610173312,192.168.1.23,5353,224.0.0.251,5353,17,297,0,2,0
1610173312,FE80::CC6:78D5:61AC:C15D,5353,FF02::FB,5353,17,337,0,2,0
1610173312,192.168.1.151,49652,137.110.0.70,443,17,10424,32916,48,61
1610173313,192.168.1.151,49652,137.110.0.70,443,17,1473,3729,9,11
1610173313,FE80::CC6:78D5:61AC:C15D,0,FF02::16,0,0,76,0,1,0
1610173314,192.168.1.151,49652,137.110.0.70,443,17,3344,2016,6,8
1610173314,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173314,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173315,192.168.1.151,49652,137.110.0.70,443,17,74871,1611572,564,1206
1610173315,192.168.1.151,50633,137.110.0.70,443,6,77,40,1,1
1610173315,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173316,192.168.1.151,49652,137.110.0.70,443,17,4114,3903,10,14
1610173316,192.168.1.60,0,224.0.0.251,0,2,32,0,1,0
1610173317,192.168.1.151,49652,137.110.0.70,443,17,393,583,3,4
1610173318,192.168.1.151,49652,137.110.0.70,443,17,371,0,1,0
1610173318,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173319,192.168.1.151,49652,137.110.0.70,443,17,61314,1399966,473,1041
1610173320,192.168.1.151,49652,137.110.0.70,443,17,5483,9534,20,26
1610173320,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173321,192.168.1.164,9999,255.255.255.255,9999,17,57,0,1,0
1610173323,192.168.1.151,49652,137.110.0.70,443,17,784,268,4,2
1610173324,192.168.1.151,49652,137.110.0.70,443,17,62148,1399966,472,1041
1610173324,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173325,192.168.1.151,49652,137.110.0.70,443,17,668,1170,4,7
1610173326,192.168.1.151,49652,137.110.0.70,443,17,373,316,3,2
1610173328,192.168.1.151,49652,137.110.0.70,443,17,371,0,1,0
1610173328,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173329,192.168.1.151,49652,137.110.0.70,443,17,44159,1171252,337,872
1610173330,192.168.1.151,49652,137.110.0.70,443,17,928,378,4,3
1610173331,192.168.1.151,49652,137.110.0.70,443,17,1619,2083,7,11
1610173331,192.168.1.96,0,239.255.255.250,0,2,32,0,1,0
1610173332,192.168.1.151,49652,137.110.0.70,443,17,2901,1922,6,8
1610173333,192.168.1.151,49652,137.110.0.70,443,17,639,162,3,1
1610173333,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173334,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173334,192.168.1.151,49652,137.110.0.70,443,17,52116,1163196,400,866
1610173335,192.168.1.151,49652,137.110.0.70,443,17,888,527,3,3
1610173336,192.168.1.151,49652,137.110.0.70,443,17,378,272,3,2
1610173337,192.168.1.151,49652,137.110.0.70,443,17,379,478,3,3
1610173338,192.168.1.151,49652,137.110.0.70,443,17,477,1201,2,1
1610173338,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610173339,192.168.1.151,49652,137.110.0.70,443,17,127,138,1,1
1610173340,192.168.1.151,49652,137.110.0.70,443,17,52840,1163184,403,874
1610173340,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610173341,192.168.1.151,49652,137.110.0.70,443,17,280,106,1,1
1610173341,192.168.1.164,5353,224.0.0.251,5353,17,1890,0,11,0
1610173341,192.168.1.60,5353,224.0.0.251,5353,17,1199,0,5,0
1610173342,192.168.1.151,49652,137.110.0.70,443,17,127,138,1,1
1610173343,192.168.1.151,49652,137.110.0.70,443,17,6436,2045,12,10
1610173344,192.168.1.151,49652,137.110.0.70,443,17,12101,190172,78,150
1610173344,192.168.1.1,5353,224.0.0.251,5353,17,197,0,1,0
1610173344,192.168.1.67,5353,224.0.0.251,5353,17,149,0,1,0
1610173344,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,169,0,1,0
