Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1613453047,192.168.1.120,4500,192.154.196.13,4500,17,9104,217408,47,213,1613453047000;1613453047000;1613453047000;1613453047000;1613453047000;1613453047000;1613453047000;1613453047000;1613453047000;1613453047000;1613453047000;1613453047000;1613453047000;1613453047001;1613453047001;1613453047001;1613453047001;1613453047001;1613453047001;1613453047001;1613453047001;1613453047001;1613453047001;1613453047001;1613453047006;1613453047009;1613453047009;1613453047009;1613453047009;1613453047009;1613453047009;1613453047009;1613453047018;1613453047018;1613453047018;1613453047026;1613453047026;1613453047026;1613453047048;1613453047048;1613453047048;1613453047061;1613453047061;1613453047061;1613453047072;1613453047084;1613453047096;1613453047096;1613453047096;1613453047096;1613453047096;1613453047108;1613453047116;1613453047116;1613453047120;1613453047125;1613453047125;1613453047140;1613453047158;1613453047158;1613453047171;1613453047171;1613453047171;1613453047183;1613453047184;1613453047184;1613453047184;1613453047194;1613453047194;1613453047194;1613453047194;1613453047208;1613453047214;1613453047214;1613453047227;1613453047227;1613453047227;1613453047239;1613453047261;1613453047261;1613453047261;1613453047261;1613453047267;1613453047278;1613453047278;1613453047278;1613453047278;1613453047285;1613453047289;1613453047291;1613453047314;1613453047317;1613453047324;1613453047324;1613453047324;1613453047333;1613453047333;1613453047349;1613453047356;1613453047356;1613453047356;1613453047356;1613453047371;1613453047371;1613453047371;1613453047381;1613453047384;1613453047384;1613453047396;1613453047396;1613453047396;1613453047408;1613453047420;1613453047420;1613453047420;1613453047436;1613453047436;1613453047436;1613453047445;1613453047450;1613453047450;1613453047466;1613453047466;1613453047466;1613453047466;1613453047475;1613453047479;1613453047479;1613453047479;1613453047504;1613453047514;1613453047514;1613453047514;1613453047514;1613453047514;1613453047515;1613453047525;1613453047525;1613453047525;1613453047525;1613453047525;1613453047525;1613453047525;1613453047537;1613453047537;1613453047537;1613453047549;1613453047552;1613453047562;1613453047562;1613453047563;1613453047564;1613453047622;1613453047623;1613453047623;1613453047623;1613453047623;1613453047623;1613453047623;1613453047623;1613453047623;1613453047623;1613453047623;1613453047623;1613453047624;1613453047624;1613453047626;1613453047626;1613453047626;1613453047626;1613453047636;1613453047636;1613453047636;1613453047636;1613453047650;1613453047659;1613453047659;1613453047659;1613453047669;1613453047669;1613453047669;1613453047669;1613453047672;1613453047672;1613453047683;1613453047691;1613453047691;1613453047691;1613453047691;1613453047697;1613453047697;1613453047697;1613453047716;1613453047721;1613453047721;1613453047730;1613453047730;1613453047730;1613453047730;1613453047730;1613453047745;1613453047762;1613453047762;1613453047787;1613453047796;1613453047797;1613453047797;1613453047797;1613453047807;1613453047816;1613453047816;1613453047816;1613453047816;1613453047816;1613453047817;1613453047825;1613453047825;1613453047825;1613453047825;1613453047847;1613453047847;1613453047847;1613453047847;1613453047847;1613453047849;1613453047862;1613453047862;1613453047862;1613453047862;1613453047887;1613453047897;1613453047897;1613453047897;1613453047897;1613453047897;1613453047913;1613453047915;1613453047922;1613453047922;1613453047930;1613453047930;1613453047930;1613453047930;1613453047939;1613453047939;1613453047939;1613453047939;1613453047939;1613453047954;1613453047954;1613453047954;1613453047954;1613453047954;1613453047954;1613453047954;1613453047967;1613453047967;1613453047978;1613453047999;1613453047999;,144;144;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;592;144;144;640;224;1440;1456;288;608;608;144;1440;400;608;224;720;144;1440;1328;608;1440;592;608;144;1040;128;128;1456;1312;608;144;1440;576;608;1248;608;144;1440;848;1440;656;608;144;1440;400;608;224;1440;1456;656;144;800;608;1440;1408;608;144;1440;1456;448;608;848;224;1440;1248;608;144;1360;608;144;128;1440;1232;608;1440;1136;144;1440;1456;848;608;1440;208;608;144;1440;1280;1440;1280;608;144;624;1440;416;1440;688;608;144;1440;1344;1440;1456;672;608;144;848;224;512;144;1440;496;608;144;144;144;1440;1456;1456;1456;1168;608;144;1440;608;608;144;1440;480;608;144;144;128;1440;1456;1456;160;608;1440;320;1456;1456;1456;592;144;144;1440;928;608;144;608;1440;1456;256;144;1280;224;512;1440;1456;1456;272;1456;880;144;1440;1456;304;608;1440;976;608;144;1440;1248;1440;1456;1456;528;608;144;1024;608;144;1440;1456;1072;608;944;1440;1456;1456;240;592;128;224;1440;1216;624;240;1440;1456;1456;1312;144;1440;1456;400;608;144;608;1440;1456;1456;1072;1072;608;144;128;224;1440;1456;896;1344;192;992;608;1296;1440;1456;1456;1456;480;608;144;1440;1248;144;128;128;,1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;
1613453047,192.168.1.85,49154,255.255.255.255,6667,17,216,0,1,0,1613453047424;,216;,1;
1613453047,192.168.1.251,64178,239.255.255.250,1900,17,202,0,1,0,1613453047430;,202;,1;
1613453047,2600:1700:7C00:6220::1,53,2600:1700:7C00:6220:D093:69C9:77F4:4263,54366,17,183,108,1,1,1613453047614;1613453047633;,108;183;,2;1;
1613453047,2600:1700:7C00:6220::1,53,2600:1700:7C00:6220:D093:69C9:77F4:4263,65027,17,183,108,1,1,1613453047614;1613453047633;,108;183;,2;1;
1613453048,192.168.1.120,4500,192.154.196.13,4500,17,10368,473472,63,397,1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048003;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048005;1613453048006;1613453048006;1613453048006;1613453048006;1613453048006;1613453048006;1613453048006;1613453048006;1613453048007;1613453048007;1613453048007;1613453048007;1613453048007;1613453048007;1613453048007;1613453048007;1613453048007;1613453048007;1613453048007;1613453048008;1613453048008;1613453048008;1613453048008;1613453048008;1613453048008;1613453048008;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048009;1613453048010;1613453048010;1613453048010;1613453048011;1613453048011;1613453048011;1613453048011;1613453048011;1613453048011;1613453048011;1613453048012;1613453048012;1613453048015;1613453048015;1613453048015;1613453048015;1613453048016;1613453048019;1613453048021;1613453048032;1613453048035;1613453048040;1613453048040;1613453048040;1613453048040;1613453048054;1613453048054;1613453048058;1613453048059;1613453048064;1613453048066;1613453048066;1613453048066;1613453048066;1613453048067;1613453048089;1613453048089;1613453048090;1613453048090;1613453048100;1613453048100;1613453048100;1613453048109;1613453048109;1613453048123;1613453048123;1613453048124;1613453048135;1613453048135;1613453048148;1613453048155;1613453048155;1613453048168;1613453048168;1613453048169;1613453048179;1613453048185;1613453048193;1613453048193;1613453048193;1613453048193;1613453048200;1613453048217;1613453048231;1613453048231;1613453048231;1613453048241;1613453048241;1613453048241;1613453048241;1613453048241;1613453048253;1613453048255;1613453048266;1613453048266;1613453048266;1613453048266;1613453048290;1613453048300;1613453048300;1613453048300;1613453048300;1613453048306;1613453048306;1613453048320;1613453048324;1613453048324;1613453048329;1613453048329;1613453048338;1613453048338;1613453048338;1613453048352;1613453048352;1613453048352;1613453048353;1613453048364;1613453048364;1613453048385;1613453048388;1613453048397;1613453048397;1613453048397;1613453048409;1613453048409;1613453048409;1613453048422;1613453048431;1613453048433;1613453048433;1613453048440;1613453048440;1613453048450;1613453048450;1613453048455;1613453048463;1613453048463;1613453048463;1613453048474;1613453048474;1613453048474;1613453048488;1613453048497;1613453048497;1613453048505;1613453048505;1613453048505;1613453048522;1613453048529;1613453048529;1613453048529;1613453048538;1613453048538;1613453048538;1613453048538;1613453048554;1613453048561;1613453048561;1613453048568;1613453048568;1613453048568;1613453048585;1613453048592;1613453048592;1613453048592;1613453048592;1613453048600;1613453048600;1613453048617;1613453048621;1613453048621;1613453048621;1613453048633;1613453048633;1613453048633;1613453048633;1613453048633;1613453048633;1613453048655;1613453048655;1613453048657;1613453048664;1613453048664;1613453048664;1613453048689;1613453048711;1613453048711;1613453048711;1613453048711;1613453048711;1613453048711;1613453048726;1613453048726;1613453048726;1613453048728;1613453048728;1613453048735;1613453048735;1613453048735;1613453048758;1613453048758;1613453048759;1613453048771;1613453048771;1613453048771;1613453048771;1613453048794;1613453048794;1613453048795;1613453048802;1613453048802;1613453048802;1613453048802;1613453048802;1613453048826;1613453048826;1613453048826;1613453048826;1613453048826;1613453048826;1613453048832;1613453048832;1613453048832;1613453048850;1613453048866;1613453048866;1613453048876;1613453048876;1613453048876;1613453048876;1613453048890;1613453048931;1613453048931;1613453048931;1613453048931;1613453048931;1613453048933;1613453048933;1613453048933;1613453048933;1613453048936;1613453048942;1613453048942;1613453048942;1613453048942;1613453048964;1613453048964;1613453048964;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048980;1613453048981;1613453048981;1613453048982;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048983;1613453048984;1613453048984;1613453048984;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048985;1613453048986;1613453048986;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048987;1613453048990;1613453048990;1613453048990;1613453048990;1613453048990;1613453048990;1613453048990;1613453048990;1613453048990;1613453048991;1613453048991;,304;1440;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;144;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;144;1456;1456;1456;1456;1456;1456;144;144;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;144;144;144;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;144;144;144;848;1456;1456;1456;1456;1456;736;800;1328;224;1440;1456;1248;144;928;608;1120;128;144;1440;720;608;1152;608;128;128;144;1360;192;1184;608;144;1440;912;144;128;1360;128;608;128;128;1392;608;144;1456;1440;144;848;608;1440;928;608;144;128;224;1440;1008;512;912;144;1440;624;608;1440;1456;832;224;512;912;144;1440;1456;304;608;144;1440;1456;240;608;1056;608;176;144;128;1440;992;1440;336;608;1440;736;608;128;1440;1248;128;144;1440;288;608;1440;976;608;144;624;1440;1168;1440;512;176;128;144;1440;1152;608;1440;1344;608;144;1440;1008;1440;656;608;144;1440;592;608;1440;1456;912;608;144;1440;688;1440;352;608;144;1440;1456;784;608;1440;944;144;1440;400;608;1440;1456;1456;208;608;144;1200;608;144;1440;1456;720;144;1440;1456;992;608;1152;608;1440;1456;528;608;144;1440;1456;1008;608;1200;128;1440;1456;368;608;1440;400;144;1440;1456;144;224;512;144;1456;1456;240;224;512;1440;352;608;144;1440;1152;1440;1456;384;608;144;1440;304;608;1440;352;1440;1456;720;608;144;1440;1456;1040;608;1440;128;144;128;304;1440;1456;464;1440;1456;1456;1456;144;144;144;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1104;1440;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;144;144;144;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;144;144;144;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;144;144;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;976;144;224;1440;1456;336;224;1440;1456;288;1088;144;144;,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;
1613453048,192.168.1.120,59887,192.168.1.157,8009,6,214,162,2,1,1613453048131;1613453048152;1613453048152;,162;162;52;,1;2;1;
1613453048,192.168.1.251,138,192.168.1.255,138,17,458,0,2,0,1613453048347;1613453048347;,229;229;,1;1;
1613453048,192.168.1.251,64178,239.255.255.250,1900,17,202,0,1,0,1613453048431;,202;,1;
1613453048,FE80::B293:5BFF:FE7E:9EA0,0,FF02::1,0,58,176,0,1,0,1613453048962;,176;,1;
