Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts
1610341774,192.168.1.151,55621,137.110.0.69,443,17,1442,723,5,4
1610341775,192.168.1.151,55621,137.110.0.69,443,17,9546,10514,44,23
1610341776,192.168.1.151,55621,137.110.0.69,443,17,46753,160640,143,173
1610341776,192.168.1.151,59098,137.110.0.69,443,6,77,40,1,1
1610341777,192.168.1.151,55621,137.110.0.69,443,17,10878,134819,67,127
1610341777,192.168.1.151,58861,192.168.1.164,8009,6,0,40,0,1
1610341777,192.168.1.151,58206,192.168.1.60,8009,6,0,40,0,1
1610341778,192.168.1.151,55621,137.110.0.69,443,17,59668,1546251,487,1158
1610341779,192.168.1.151,55621,137.110.0.69,443,17,67907,1157701,634,849
1610341780,192.168.1.151,55621,137.110.0.69,443,17,34612,949759,325,701
1610341781,192.168.1.151,55621,137.110.0.69,443,17,28338,710544,267,522
1610341782,192.168.1.151,55621,137.110.0.69,443,17,14575,76770,57,83
1610341782,192.168.1.164,9999,255.255.255.255,9999,17,57,0,1,0
1610341783,192.168.1.151,55621,137.110.0.69,443,17,15581,68709,58,78
1610341784,192.168.1.151,55621,137.110.0.69,443,17,12909,963,15,7
1610341785,192.168.1.151,55621,137.110.0.69,443,17,962,486,3,4
1610341785,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610341785,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,163,0,1,0
1610341786,192.168.1.151,55621,137.110.0.69,443,17,318,836,3,5
1610341787,192.168.1.151,55621,137.110.0.69,443,17,1499,475,4,2
1610341787,2603:8001:5843:45F0:496B:61D0:13E7:429D,58966,2607:F8B0:4007:816::200E,443,6,0,511,0,1
1610341788,192.168.1.151,55621,137.110.0.69,443,17,3378,1547,15,8
1610341789,192.168.1.151,55621,137.110.0.69,443,17,42289,1587398,398,1163
1610341790,192.168.1.151,55621,137.110.0.69,443,17,88784,1097154,777,805
1610341791,192.168.1.151,55621,137.110.0.69,443,17,98391,2438671,916,1787
1610341792,192.168.1.151,55621,137.110.0.69,443,17,42819,1122958,403,823
1610341793,192.168.1.151,55621,137.110.0.69,443,17,70503,984047,663,725
1610341794,192.168.1.151,55621,137.110.0.69,443,17,44816,1177492,422,862
1610341795,192.168.1.151,55621,137.110.0.69,443,17,90376,1382185,762,1020
1610341796,192.168.1.151,55621,137.110.0.69,443,17,56320,470060,499,356
1610341797,192.168.1.151,55621,137.110.0.69,443,17,3748,2621,8,8
1610341798,192.168.1.151,55621,137.110.0.69,443,17,44009,1431350,346,1062
1610341798,2603:8001:5843:45F0:496B:61D0:13E7:429D,59035,2607:F8B0:4023:C03::BD,443,6,0,113,0,1
1610341798,192.168.1.200,52308,239.255.255.250,1900,17,2418,0,9,0
1610341799,192.168.1.151,55621,137.110.0.69,443,17,67027,1157607,632,848
1610341800,192.168.1.151,55621,137.110.0.69,443,17,9447,3985,18,20
1610341801,192.168.1.151,55621,137.110.0.69,443,17,212,298,2,1
1610341801,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610341802,192.168.1.151,55621,137.110.0.69,443,17,692,354,4,3
1610341803,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610341803,2603:8001:5843:45F0:496B:61D0:13E7:429D,0,FE80::5AEF:68FF:FE42:A0DA,0,58,72,72,1,1
1610341804,192.168.1.151,55621,137.110.0.69,443,17,106,159,1,1
1610341805,192.168.1.151,55621,137.110.0.69,443,17,3522,9934,12,17
1610341805,192.168.1.23,5353,224.0.0.251,5353,17,140,0,1,0
1610341805,FE80::CC6:78D5:61AC:C15D,5353,FF02::FB,5353,17,160,0,1,0
1610341806,192.168.1.151,59098,137.110.0.69,443,6,194,157,3,3
1610341806,192.168.1.151,55621,137.110.0.69,443,17,1222,3234,7,12
1610341807,192.168.1.151,55621,137.110.0.69,443,17,371,0,1,0
1610341807,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610341808,192.168.1.151,55621,137.110.0.69,443,17,52346,1408859,476,1036
1610341809,192.168.1.151,55621,137.110.0.69,443,17,38599,709390,356,523
1610341810,192.168.1.151,55621,137.110.0.69,443,17,9198,5968,23,26
1610341811,192.168.1.151,55621,137.110.0.69,443,17,267,0,1,0
1610341812,192.168.1.151,55621,137.110.0.69,443,17,1383,118,5,1
1610341813,192.168.1.151,55621,137.110.0.69,443,17,1413,1038,7,6
1610341814,192.168.1.151,55621,137.110.0.69,443,17,271,154,2,1
1610341815,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
