Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1614055385,192.168.1.219,5353,224.0.0.251,5353,17,290,0,2,0,1614055385087;1614055385189;,184;106;,1;1;
1614055385,FE80::14C0:9E32:9911:6D12,5353,FF02::FB,5353,17,330,0,2,0,1614055385087;1614055385190;,204;126;,1;1;
1614055386,192.168.1.151,58016,137.110.0.69,443,17,791,703,7,6,1614055386025;1614055386073;1614055386383;1614055386408;1614055386659;1614055386681;1614055386682;1614055386682;1614055386697;1614055386699;1614055386705;1614055386705;1614055386788;,107;118;107;118;118;118;106;106;137;141;106;106;106;,1;2;1;2;1;2;1;1;2;1;2;1;2;
1614055386,192.168.1.219,5353,224.0.0.251,5353,17,106,0,1,0,1614055386213;,106;,1;
1614055386,FE80::14C0:9E32:9911:6D12,5353,FF02::FB,5353,17,126,0,1,0,1614055386213;,126;,1;
1614055386,FE80::14C0:9E32:9911:6D12,0,FF02::16,0,0,76,0,1,0,1614055386930;,76;,1;
1614055387,192.168.1.1,5353,224.0.0.251,5353,17,255,0,1,0,1614055387442;,255;,1;
1614055387,192.168.1.151,58016,137.110.0.69,443,17,581,330,5,3,1614055387454;1614055387546;1614055387721;1614055387744;1614055387744;1614055387745;1614055387767;1614055387768;,145;106;118;118;106;106;106;106;,1;2;1;2;1;1;2;1;
1614055388,192.168.1.151,58016,137.110.0.69,443,17,4509,2358,39,21,1614055388005;1614055388153;1614055388174;1614055388181;1614055388271;1614055388364;1614055388364;1614055388364;1614055388376;1614055388376;1614055388376;1614055388392;1614055388392;1614055388392;1614055388393;1614055388393;1614055388394;1614055388394;1614055388394;1614055388394;1614055388399;1614055388400;1614055388400;1614055388414;1614055388414;1614055388415;1614055388416;1614055388416;1614055388416;1614055388419;1614055388419;1614055388419;1614055388420;1614055388420;1614055388420;1614055388421;1614055388424;1614055388424;1614055388426;1614055388426;1614055388426;1614055388441;1614055388441;1614055388442;1614055388442;1614055388453;1614055388453;1614055388453;1614055388454;1614055388455;1614055388455;1614055388455;1614055388455;1614055388455;1614055388481;1614055388481;1614055388481;1614055388482;1614055388482;1614055388483;,371;107;118;107;118;118;118;118;118;118;118;118;118;118;106;106;106;106;106;106;118;106;106;118;118;106;106;106;106;106;106;106;106;106;106;106;106;106;118;118;118;106;106;106;106;118;118;118;106;106;106;106;106;106;106;106;106;106;106;106;,1;1;2;1;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;2;2;2;1;1;1;
1614055388,192.168.1.219,5353,224.0.0.251,5353,17,184,0,1,0,1614055388056;,184;,1;
1614055388,FE80::14C0:9E32:9911:6D12,5353,FF02::FB,5353,17,204,0,1,0,1614055388057;,204;,1;
