Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts
1610562687,192.168.1.151,64237,137.110.0.69,443,17,12514,110007,41,197
1610562687,192.168.1.100,63283,239.255.255.250,1900,17,201,0,1,0
1610562687,192.168.1.67,0,239.255.255.250,0,2,32,0,1,0
1610562687,192.168.1.200,0,239.255.255.250,0,2,32,0,1,0
1610562687,192.168.1.67,5353,224.0.0.251,5353,17,629,0,1,0
1610562687,FE80::1826:BD5:C84F:4617,5353,FF02::FB,5353,17,649,0,1,0
1610562688,192.168.1.151,64237,137.110.0.69,443,17,13005,120618,48,221
1610562688,192.168.1.95,0,239.255.255.250,0,2,32,0,1,0
1610562688,192.168.1.67,5353,224.0.0.251,5353,17,167,0,1,0
1610562688,FE80::1826:BD5:C84F:4617,5353,FF02::FB,5353,17,187,0,1,0
1610562689,192.168.1.151,64237,137.110.0.69,443,17,13434,103587,41,204
1610562689,192.168.1.60,9999,255.255.255.255,9999,17,57,0,1,0
1610562690,192.168.1.151,64237,137.110.0.69,443,17,8543,92373,38,187
1610562691,192.168.1.151,64237,137.110.0.69,443,17,6428,91593,30,175
1610562691,192.168.1.164,9999,255.255.255.255,9999,17,57,0,1,0
1610562691,192.168.1.67,5353,224.0.0.251,5353,17,629,0,1,0
1610562691,FE80::1826:BD5:C84F:4617,5353,FF02::FB,5353,17,649,0,1,0
1610562692,192.168.1.151,64237,137.110.0.69,443,17,9779,90371,35,163
1610562693,192.168.1.151,64237,137.110.0.69,443,17,12635,105233,39,181
1610562693,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610562694,192.168.1.151,64237,137.110.0.69,443,17,10664,103228,32,171
1610562694,192.168.1.67,5353,224.0.0.251,5353,17,178,0,1,0
1610562694,FE80::1826:BD5:C84F:4617,5353,FF02::FB,5353,17,198,0,1,0
1610562695,192.168.1.151,64237,137.110.0.69,443,17,9877,120952,37,205
1610562695,192.168.1.220,0,239.255.255.250,0,2,32,0,1,0
1610562696,192.168.1.151,64237,137.110.0.69,443,17,10649,115775,31,192
1610562696,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610562696,192.168.1.95,0,239.255.255.250,0,2,32,0,1,0
1610562697,192.168.1.151,64237,137.110.0.69,443,17,16843,119723,45,196
1610562698,192.168.1.151,64237,137.110.0.69,443,17,15104,138022,54,218
1610562699,192.168.1.151,64237,137.110.0.69,443,17,12609,101702,38,170
1610562699,192.168.1.200,0,239.255.255.250,0,2,32,0,1,0
1610562700,192.168.1.151,64237,137.110.0.69,443,17,11723,110652,49,180
1610562700,192.168.1.151,60185,137.110.0.69,443,6,194,157,3,3
1610562701,192.168.1.151,64237,137.110.0.69,443,17,14743,92417,46,167
1610562702,192.168.1.151,64237,137.110.0.69,443,17,13106,100005,43,171
1610562702,192.168.1.48,0,239.255.255.250,0,2,32,0,1,0
1610562703,192.168.1.151,64237,137.110.0.69,443,17,12545,101006,35,171
