Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts
1610342980,192.168.1.151,55621,137.110.0.69,443,17,58640,190330,523,150
1610342980,192.168.1.67,5353,224.0.0.251,5353,17,492,0,2,0
1610342980,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,532,0,2,0
1610342980,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610342981,192.168.1.17,5353,224.0.0.251,5353,17,393,0,1,0
1610342981,192.168.1.151,55621,137.110.0.69,443,17,1778,1775,6,8
1610342981,192.168.1.164,0,239.255.255.250,0,2,32,0,1,0
1610342982,192.168.1.151,55621,137.110.0.69,443,17,1447,755,6,3
1610342983,192.168.1.151,55621,137.110.0.69,443,17,2962,8642,8,11
1610342983,192.168.1.95,38164,239.255.255.250,1900,17,2734,0,8,0
1610342983,192.168.1.164,9999,255.255.255.255,9999,17,57,0,1,0
1610342983,192.168.1.67,5353,224.0.0.251,5353,17,289,0,1,0
1610342983,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,309,0,1,0
1610342985,192.168.1.151,55621,137.110.0.69,443,17,6475,603,7,4
1610342986,192.168.1.151,55621,137.110.0.69,443,17,612,10158,5,9
1610342987,192.168.1.151,55621,137.110.0.69,443,17,371,0,1,0
1610342987,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610342987,FE80::403:9A25:E9EE:DBCA,0,FF02::16,0,0,76,0,1,0
1610342987,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610342987,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,163,0,1,0
1610342988,192.168.1.151,55621,137.110.0.69,443,17,59675,1646734,562,1210
1610342988,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610342988,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,163,0,1,0
1610342989,192.168.1.151,55621,137.110.0.69,443,17,75983,1158867,692,857
1610342990,192.168.1.151,55621,137.110.0.69,443,17,718,10173,6,10
1610342990,FE80::403:9A25:E9EE:DBCA,0,FF02::16,0,0,76,0,1,0
1610342990,192.168.1.151,60545,137.110.0.69,443,6,77,40,1,1
1610342990,192.168.1.164,0,239.255.255.250,0,2,32,0,1,0
1610342991,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610342991,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,163,0,1,0
1610342992,192.168.1.151,55621,137.110.0.69,443,17,1003,1686,5,7
1610342993,192.168.1.67,5353,224.0.0.251,5353,17,289,0,1,0
1610342993,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,309,0,1,0
1610342993,192.168.1.151,55621,137.110.0.69,443,17,1430,13199,9,15
1610342993,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610342993,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,163,0,1,0
1610342994,192.168.1.151,55621,137.110.0.69,443,17,406,4367,3,5
1610342994,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610342994,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610342994,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,163,0,1,0
1610342995,192.168.1.67,5353,224.0.0.251,5353,17,88,0,1,0
1610342995,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,108,0,1,0
1610342996,192.168.1.60,9999,255.255.255.255,9999,17,57,0,1,0
1610342996,192.168.1.67,5353,224.0.0.251,5353,17,88,0,1,0
1610342996,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,108,0,1,0
1610342997,192.168.1.151,55621,137.110.0.69,443,17,478,118,2,1
1610342997,192.168.1.200,52308,239.255.255.250,1900,17,2418,0,9,0
1610342997,192.168.1.1,0,239.255.255.250,0,2,28,0,1,0
1610342998,192.168.1.151,55621,137.110.0.69,443,17,56317,1652358,530,1212
1610342999,192.168.1.151,55621,137.110.0.69,443,17,65614,1158368,619,848
1610343000,192.168.1.67,5353,224.0.0.251,5353,17,88,0,1,0
1610343000,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,108,0,1,0
1610343000,192.168.1.151,55621,137.110.0.69,443,17,213,277,2,2
1610343000,192.168.1.171,5353,224.0.0.251,5353,17,140,0,1,0
1610343000,FE80::CF5:693A:BCBB:A4DA,5353,FF02::FB,5353,17,160,0,1,0
1610343001,192.168.1.171,0,224.0.0.251,0,2,32,0,1,0
1610343001,192.168.1.67,5353,224.0.0.251,5353,17,88,0,1,0
1610343001,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,108,0,1,0
1610343001,FE80::CF5:693A:BCBB:A4DA,0,FF02::16,0,0,76,0,1,0
1610343001,192.168.1.151,55621,137.110.0.69,443,17,1392,1127,4,4
1610343001,192.168.1.164,0,239.255.255.250,0,2,32,0,1,0
1610343001,192.168.1.171,5353,224.0.0.251,5353,17,140,0,1,0
1610343001,FE80::CF5:693A:BCBB:A4DA,5353,FF02::FB,5353,17,160,0,1,0
1610343002,192.168.1.151,55621,137.110.0.69,443,17,3215,40066,22,32
1610343002,FE80::CF5:693A:BCBB:A4DA,0,FF02::16,0,0,76,0,1,0
1610343003,192.168.1.151,55621,137.110.0.69,443,17,213,118,2,1
1610343003,192.168.1.60,0,239.255.255.250,0,2,32,0,1,0
1610343004,192.168.1.171,5353,224.0.0.251,5353,17,140,0,1,0
1610343004,FE80::CF5:693A:BCBB:A4DA,5353,FF02::FB,5353,17,160,0,1,0
1610343004,192.168.1.151,55621,137.110.0.69,443,17,1598,2106,9,13
1610343005,192.168.1.67,5353,224.0.0.251,5353,17,88,0,1,0
1610343005,FE80::1C9C:E39F:43FE:DE21,5353,FF02::FB,5353,17,108,0,1,0
1610343006,192.168.1.67,5353,224.0.0.251,5353,17,88,0,1,0
