Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1610415165,192.168.1.214,53767,137.110.0.69,443,17,106,598,1,2,1610415165593;1610415165624;1610415165639;,481;117;106;,2;2;1;
1610415166,192.168.1.214,53767,137.110.0.69,443,17,40664,526975,355,392,1610415166379;1610415166379;1610415166399;1610415166404;1610415166404;1610415166405;1610415166405;1610415166405;1610415166405;1610415166406;1610415166406;1610415166407;1610415166407;1610415166407;1610415166407;1610415166407;1610415166408;1610415166408;1610415166424;1610415166424;1610415166424;1610415166430;1610415166431;1610415166450;1610415166451;1610415166451;1610415166452;1610415166452;1610415166452;1610415166452;1610415166453;1610415166453;1610415166454;1610415166454;1610415166454;1610415166454;1610415166454;1610415166455;1610415166455;1610415166455;1610415166456;1610415166456;1610415166456;1610415166456;1610415166456;1610415166456;1610415166456;1610415166457;1610415166457;1610415166457;1610415166457;1610415166457;1610415166458;1610415166458;1610415166458;1610415166458;1610415166458;1610415166459;1610415166459;1610415166459;1610415166459;1610415166459;1610415166459;1610415166460;1610415166461;1610415166461;1610415166461;1610415166461;1610415166461;1610415166461;1610415166461;1610415166461;1610415166462;1610415166462;1610415166462;1610415166462;1610415166462;1610415166463;1610415166463;1610415166463;1610415166463;1610415166464;1610415166464;1610415166464;1610415166464;1610415166464;1610415166465;1610415166465;1610415166465;1610415166465;1610415166466;1610415166466;1610415166466;1610415166466;1610415166467;1610415166467;1610415166467;1610415166468;1610415166468;1610415166468;1610415166468;1610415166468;1610415166468;1610415166468;1610415166468;1610415166469;1610415166469;1610415166469;1610415166469;1610415166470;1610415166470;1610415166470;1610415166470;1610415166470;1610415166471;1610415166472;1610415166472;1610415166472;1610415166472;1610415166472;1610415166472;1610415166472;1610415166472;1610415166473;1610415166473;1610415166473;1610415166473;1610415166473;1610415166474;1610415166474;1610415166474;1610415166474;1610415166474;1610415166475;1610415166475;1610415166475;1610415166475;1610415166475;1610415166475;1610415166476;1610415166476;1610415166477;1610415166478;1610415166478;1610415166478;1610415166479;1610415166479;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166480;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166481;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166482;1610415166483;1610415166483;1610415166483;1610415166483;1610415166483;1610415166483;1610415166483;1610415166483;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166484;1610415166485;1610415166485;1610415166485;1610415166485;1610415166488;1610415166488;1610415166488;1610415166488;1610415166488;1610415166488;1610415166488;1610415166488;1610415166488;1610415166488;1610415166488;1610415166488;1610415166488;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166489;1610415166490;1610415166490;1610415166490;1610415166490;1610415166490;1610415166490;1610415166490;1610415166490;1610415166490;1610415166490;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166491;1610415166492;1610415166492;1610415166492;1610415166492;1610415166492;1610415166492;1610415166492;1610415166492;1610415166492;1610415166492;1610415166492;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166493;1610415166494;1610415166494;1610415166494;1610415166494;1610415166494;1610415166494;1610415166494;1610415166494;1610415166494;1610415166494;1610415166494;1610415166494;1610415166494;1610415166495;1610415166495;1610415166495;1610415166495;1610415166495;1610415166495;1610415166495;1610415166495;1610415166495;1610415166495;1610415166496;1610415166496;1610415166496;1610415166496;1610415166497;1610415166497;1610415166499;1610415166499;1610415166499;1610415166499;1610415166500;1610415166500;1610415166500;1610415166501;1610415166501;1610415166501;1610415166501;1610415166501;1610415166501;1610415166502;1610415166502;1610415166502;1610415166502;1610415166502;1610415166502;1610415166502;1610415166502;1610415166503;1610415166503;1610415166503;1610415166503;1610415166503;1610415166503;1610415166503;1610415166503;1610415166503;1610415166503;1610415166504;1610415166504;1610415166504;1610415166507;1610415166515;1610415166518;1610415166521;1610415166521;1610415166522;1610415166522;1610415166522;1610415166522;1610415166523;1610415166523;1610415166524;1610415166529;1610415166533;1610415166534;1610415166540;1610415166540;1610415166540;1610415166540;1610415166540;1610415166540;1610415166540;1610415166540;1610415166541;1610415166541;1610415166541;1610415166541;1610415166541;1610415166541;1610415166541;1610415166542;1610415166542;1610415166542;1610415166542;1610415166542;1610415166542;1610415166542;1610415166543;1610415166543;1610415166543;1610415166543;1610415166543;1610415166543;1610415166544;1610415166544;1610415166544;1610415166545;1610415166545;1610415166545;1610415166545;1610415166545;1610415166545;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166546;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166547;1610415166548;1610415166548;1610415166548;1610415166548;1610415166548;1610415166548;1610415166548;1610415166548;1610415166548;1610415166548;1610415166548;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166549;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166550;1610415166551;1610415166551;1610415166551;1610415166551;1610415166551;1610415166551;1610415166551;1610415166551;1610415166551;1610415166552;1610415166552;1610415166552;1610415166552;1610415166552;1610415166552;1610415166552;1610415166552;1610415166552;1610415166552;1610415166553;1610415166553;1610415166553;1610415166553;1610415166553;1610415166553;1610415166553;1610415166553;1610415166553;1610415166553;1610415166553;1610415166554;1610415166554;1610415166554;1610415166554;1610415166555;1610415166555;1610415166555;1610415166555;1610415166556;1610415166556;1610415166556;1610415166556;1610415166556;1610415166556;1610415166557;1610415166557;1610415166606;,1366;422;106;1366;1366;106;511;1366;106;1366;1366;106;1366;391;106;1366;1366;106;1366;972;106;1366;304;106;306;135;106;1366;1366;106;1138;1366;1366;106;1366;106;1366;1366;106;1366;1366;1366;1366;1366;106;106;1366;106;1366;1366;132;106;1366;1366;106;1366;1366;106;1366;1366;1366;106;106;1366;1366;1366;1366;1366;106;106;1366;106;1366;1366;1366;106;1366;106;1366;1366;106;1366;1366;1366;106;1366;106;1366;1366;106;1366;1366;1366;106;1366;106;1366;1366;1366;106;1366;1366;106;1366;106;1366;1366;1366;106;1366;106;1366;1366;106;1366;1366;1366;1366;1366;106;106;1366;106;1366;1366;106;1366;1366;106;1366;1366;106;1366;1366;1366;1366;106;106;1366;106;1366;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;1366;106;1366;1366;1366;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;106;1366;1366;1366;106;106;1366;1366;1366;1366;106;1366;106;1366;106;1366;1366;106;1366;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;106;,1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;1;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;1;2;2;1;2;2;1;2;2;2;1;1;2;2;2;2;2;1;1;2;1;2;2;2;1;2;1;2;2;1;2;2;2;1;2;1;2;2;1;2;2;2;1;2;1;2;2;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;2;2;2;2;1;1;2;1;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2;1;1;2;2;2;2;1;2;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
