Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1610450603,192.168.1.120,4500,179.48.249.137,4500,17,288,112,2,1,1610450603240;1610450603951;1610450603951;,112;144;144;,2;1;1;
1610450604,192.168.1.120,4500,179.48.249.137,4500,17,912,960,3,4,1610450604106;1610450604562;1610450604563;1610450604768;1610450604768;1610450604768;1610450604972;,224;480;144;128;128;640;128;,2;2;1;2;1;1;2;
1610450605,192.168.1.120,4500,179.48.249.137,4500,17,3072,7184,14,11,1610450605299;1610450605299;1610450605299;1610450605299;1610450605299;1610450605299;1610450605299;1610450605299;1610450605299;1610450605301;1610450605486;1610450605566;1610450605588;1610450605588;1610450605588;1610450605895;1610450605895;1610450605895;1610450605895;1610450605896;1610450605896;1610450605899;1610450605899;1610450605899;1610450605899;,1360;1360;1360;1360;464;128;128;128;128;256;128;176;400;128;992;128;128;176;320;128;128;208;176;176;192;,2;2;2;2;2;1;1;1;1;1;2;1;2;1;1;2;2;2;2;1;1;1;1;1;1;
1610450605,192.168.1.120,62706,192.168.1.157,8009,6,162,0,1,0,1610450605469;,162;,1;
1610450606,192.168.1.120,4500,179.48.249.137,4500,17,256,1264,2,6,1610450606099;1610450606099;1610450606099;1610450606099;1610450606187;1610450606187;1610450606189;1610450606190;,128;128;128;128;224;128;528;128;,2;2;2;2;2;1;2;1;
1610450606,192.168.1.120,62706,192.168.1.157,8009,6,214,226,2,2,1610450606394;1610450606816;1610450606816;1610450606816;,162;162;64;52;,1;2;2;1;
1610450607,192.168.1.120,4500,179.48.249.137,4500,17,304,304,2,2,1610450607111;1610450607330;1610450607403;1610450607403;,176;128;176;128;,1;2;2;1;
1610450607,192.168.1.120,62706,192.168.1.157,8009,6,64,162,1,1,1610450607117;1610450607117;,162;64;,2;1;
1610450607,192.168.1.86,49154,255.255.255.255,6667,17,216,0,1,0,1610450607326;,216;,1;
1610450608,192.168.1.120,4500,179.48.249.137,4500,17,7536,77648,52,58,1610450608676;1610450608830;1610450608906;1610450608906;1610450608906;1610450608906;1610450608910;1610450608910;1610450608911;1610450608911;1610450608913;1610450608913;1610450608914;1610450608915;1610450608916;1610450608917;1610450608918;1610450608918;1610450608920;1610450608920;1610450608921;1610450608921;1610450608923;1610450608923;1610450608925;1610450608925;1610450608925;1610450608928;1610450608928;1610450608930;1610450608930;1610450608931;1610450608931;1610450608933;1610450608933;1610450608933;1610450608936;1610450608937;1610450608938;1610450608938;1610450608940;1610450608940;1610450608941;1610450608942;1610450608943;1610450608943;1610450608945;1610450608945;1610450608946;1610450608946;1610450608948;1610450608948;1610450608949;1610450608950;1610450608951;1610450608951;1610450608953;1610450608953;1610450608956;1610450608956;1610450608956;1610450608956;1610450608956;1610450608956;1610450608960;1610450608960;1610450608961;1610450608961;1610450608964;1610450608964;1610450608964;1610450608964;1610450608966;1610450608966;1610450608968;1610450608968;1610450608968;1610450608971;1610450608971;1610450608973;1610450608973;1610450608974;1610450608974;1610450608976;1610450608976;1610450608978;1610450608978;1610450608979;1610450608979;1610450608981;1610450608981;1610450608983;1610450608983;1610450608985;1610450608985;1610450608985;1610450608988;1610450608988;1610450608989;1610450608989;1610450608991;1610450608991;1610450608993;1610450608993;1610450608994;1610450608994;1610450608995;1610450608998;1610450608998;1610450608999;,224;128;1360;1360;128;128;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;1360;144;1360;144;1360;144;1360;144;1360;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;1360;144;144;1360;144;1360;144;1360;1360;144;144;1360;144;1360;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;144;1360;1360;144;1360;144;1360;144;1360;144;1360;144;1360;1360;144;1360;144;1360;,1;2;2;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;2;1;2;1;2;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;1;2;1;2;1;2;2;1;1;2;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;2;1;2;1;2;1;2;1;2;2;1;2;1;2;
