Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts
1610269480,192.168.1.60,5353,224.0.0.251,5353,17,483,0,2,0
1610269480,192.168.1.164,5353,224.0.0.251,5353,17,393,0,1,0
1610269480,192.168.1.151,49662,137.110.0.69,443,17,107,118,1,1
1610269480,192.168.1.95,5353,224.0.0.251,5353,17,69,0,1,0
1610269480,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610269481,192.168.1.1,5353,224.0.0.251,5353,17,108,0,1,0
1610269481,192.168.1.151,49662,137.110.0.69,443,17,5445,1759,12,8
1610269482,192.168.1.151,49662,137.110.0.69,443,17,389,154,3,1
1610269482,192.168.1.1,5353,224.0.0.251,5353,17,226,0,1,0
1610269483,192.168.1.151,49662,137.110.0.69,443,17,895,899,5,2
1610269484,192.168.1.151,49662,137.110.0.69,443,17,543,1284,5,4
1610269485,192.168.1.1,0,224.0.0.251,0,2,28,0,1,0
1610269485,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610269485,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,163,0,1,0
1610269485,192.168.1.151,49662,137.110.0.69,443,17,570,1712,5,5
1610269486,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610269486,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,163,0,1,0
1610269486,192.168.1.151,49662,137.110.0.69,443,17,318,1164,3,4
1610269486,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610269487,192.168.1.151,49662,137.110.0.69,443,17,596,106,1,1
1610269488,192.168.1.151,49662,137.110.0.69,443,17,4262,1880,11,10
1610269488,192.168.1.60,9999,255.255.255.255,9999,17,57,0,1,0
1610269489,192.168.1.151,49662,137.110.0.69,443,17,1683,11316,14,24
1610269490,192.168.1.151,49662,137.110.0.69,443,17,3034,759,6,3
1610269491,192.168.1.151,49662,137.110.0.69,443,17,4498,6168,16,15
1610269492,192.168.1.151,49662,137.110.0.69,443,17,107,118,1,1
1610269492,0.0.0.0,68,255.255.255.255,67,17,328,0,1,0
1610269492,FE80::5AEF:68FF:FE42:A0DA,0,FF02::1,0,58,152,0,1,0
1610269492,FE80::1853:B8CD:DF48:9FE8,0,FF02::16,0,0,156,0,1,0
1610269492,192.168.1.168,5353,224.0.0.251,5353,17,143,0,1,0
1610269492,FE80::1853:B8CD:DF48:9FE8,5353,FF02::FB,5353,17,163,0,1,0
1610269493,192.168.1.151,49662,137.110.0.69,443,17,689,1460,4,3
1610269493,192.168.1.1,0,224.0.0.251,0,2,84,0,3,0
1610269493,192.168.1.219,5353,224.0.0.251,5353,17,143,0,1,0
1610269493,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,163,0,1,0
1610269493,FE80::403:9A25:E9EE:DBCA,0,FF02::16,0,0,76,0,1,0
1610269493,FE80::1853:B8CD:DF48:9FE8,0,FF02::16,0,0,156,0,1,0
1610269493,192.168.1.168,5353,224.0.0.251,5353,17,143,0,1,0
1610269493,FE80::1853:B8CD:DF48:9FE8,5353,FF02::FB,5353,17,163,0,1,0
1610269494,192.168.1.151,49662,137.110.0.69,443,17,3127,8122,15,17
1610269494,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610269495,192.168.1.151,49662,137.110.0.69,443,17,3460,2432,10,8
1610269496,FE80::403:9A25:E9EE:DBCA,0,FF02::16,0,0,76,0,1,0
1610269496,192.168.1.168,5353,224.0.0.251,5353,17,143,0,1,0
1610269496,FE80::1853:B8CD:DF48:9FE8,5353,FF02::FB,5353,17,163,0,1,0
1610269498,192.168.1.151,49662,137.110.0.69,443,17,371,0,1,0
1610269498,192.168.1.1,5353,224.0.0.251,5353,17,82,0,1,0
1610269499,192.168.1.1,5353,224.0.0.251,5353,17,633,0,5,0
1610269499,192.168.1.60,5353,224.0.0.251,5353,17,2193,0,13,0
1610269499,192.168.1.164,5353,224.0.0.251,5353,17,2199,0,15,0
1610269500,192.168.1.151,49662,137.110.0.69,443,17,106,298,1,1
1610269500,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610269501,192.168.1.151,49662,137.110.0.69,443,17,106,555,1,1
1610269502,192.168.1.151,49662,137.110.0.69,443,17,1018,118,2,1
1610269502,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610269503,192.168.1.151,49662,137.110.0.69,443,17,4357,2861,12,13
1610269504,192.168.1.151,49662,137.110.0.69,443,17,675,1876,6,8
1610269505,192.168.1.151,49662,137.110.0.69,443,17,1207,2001,6,6
1610269505,192.168.1.168,5353,224.0.0.251,5353,17,143,0,1,0
1610269505,FE80::1853:B8CD:DF48:9FE8,5353,FF02::FB,5353,17,163,0,1,0
1610269506,192.168.1.151,49662,137.110.0.69,443,17,566,1127,5,6
1610269506,192.168.1.151,52738,137.110.0.69,443,6,77,40,1,1
1610269506,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610269507,192.168.1.151,49662,137.110.0.69,443,17,357,974,3,3
1610269507,192.168.1.1,0,224.0.0.1,0,2,28,0,1,0
1610269508,192.168.1.151,49662,137.110.0.69,443,17,1591,2123,7,9
1610269509,192.168.1.151,49662,137.110.0.69,443,17,454,1684,4,4
1610269510,192.168.1.151,49662,137.110.0.69,443,17,212,950,2,2
1610269511,192.168.1.151,49662,137.110.0.69,443,17,212,1026,2,3
1610269512,192.168.1.151,49662,137.110.0.69,443,17,3462,1447,8,8
1610269513,192.168.1.151,49662,137.110.0.69,443,17,584,648,3,3
1610269514,192.168.1.164,9999,255.255.255.255,9999,17,57,0,1,0
1610269514,192.168.1.151,49662,137.110.0.69,443,17,212,922,2,2
1610269514,192.168.1.1,5353,224.0.0.251,5353,17,370,0,4,0
1610269515,192.168.1.1,5353,224.0.0.251,5353,17,345,0,2,0
1610269515,192.168.1.151,49662,137.110.0.69,443,17,212,919,2,2
1610269516,192.168.1.151,49662,137.110.0.69,443,17,703,1705,5,7
1610269516,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610269517,192.168.1.151,49662,137.110.0.69,443,17,5759,1955,10,10
1610269518,192.168.1.151,49662,137.110.0.69,443,17,3878,2384,9,10
1610269518,192.168.1.1,5353,224.0.0.251,5353,17,242,0,1,0
1610269519,192.168.1.151,49662,137.110.0.69,443,17,1192,2456,9,12
1610269520,192.168.1.151,49662,137.110.0.69,443,17,107,118,1,1
1610269522,192.168.1.151,49662,137.110.0.69,443,17,1346,11075,11,15
