Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts
1610260656,192.168.1.151,49662,137.110.0.69,443,17,3018,2266,8,11
1610260657,192.168.1.151,49662,137.110.0.69,443,17,145,106,1,1
1610260658,192.168.1.151,49662,137.110.0.69,443,17,6187,3264,10,6
1610260659,192.168.1.151,49662,137.110.0.69,443,17,225,118,2,1
1610260660,192.168.1.151,49662,137.110.0.69,443,17,15724,159242,91,151
1610260661,192.168.1.151,49662,137.110.0.69,443,17,78927,1778975,678,1317
1610260662,192.168.1.151,49662,137.110.0.69,443,17,39648,1275396,335,952
1610260663,192.168.1.151,49662,137.110.0.69,443,17,416,260,3,2
1610260664,192.168.1.151,49662,137.110.0.69,443,17,1017,734,4,5
1610260665,192.168.1.60,9999,255.255.255.255,9999,17,57,0,1,0
1610260666,192.168.1.151,49662,137.110.0.69,443,17,2895,6768,16,13
1610260667,192.168.1.151,49662,137.110.0.69,443,17,8165,33737,29,48
1610260668,192.168.1.151,49662,137.110.0.69,443,17,69131,1601546,563,1195
1610260669,192.168.1.151,49662,137.110.0.69,443,17,19727,474284,144,355
1610260670,192.168.1.151,49662,137.110.0.69,443,17,58558,457626,184,370
1610260671,192.168.1.151,49662,137.110.0.69,443,17,20725,455034,175,352
1610260672,192.168.1.151,49662,137.110.0.69,443,17,6843,12044,26,26
1610260672,192.168.1.93,5353,224.0.0.251,5353,17,140,0,1,0
1610260672,FE80::4CE:4D49:278E:8590,5353,FF02::FB,5353,17,160,0,1,0
1610260672,192.168.1.1,0,224.0.0.251,0,2,28,0,1,0
1610260673,192.168.1.151,49662,137.110.0.69,443,17,371,0,1,0
1610260673,192.168.1.93,5353,224.0.0.251,5353,17,140,0,1,0
1610260673,FE80::4CE:4D49:278E:8590,5353,FF02::FB,5353,17,160,0,1,0
1610260674,192.168.1.151,49662,137.110.0.69,443,17,31812,997286,284,731
1610260675,192.168.1.151,49662,137.110.0.69,443,17,7189,182651,67,140
1610260676,192.168.1.93,5353,224.0.0.251,5353,17,140,0,1,0
1610260676,FE80::4CE:4D49:278E:8590,5353,FF02::FB,5353,17,160,0,1,0
1610260676,192.168.1.151,49662,137.110.0.69,443,17,319,330,3,3
1610260677,192.168.1.151,49662,137.110.0.69,443,17,243,224,2,2
1610260678,192.168.1.151,49662,137.110.0.69,443,17,4147,1818,9,11
1610260679,192.168.1.151,49662,137.110.0.69,443,17,40187,1176232,363,862
1610260680,192.168.1.151,49662,137.110.0.69,443,17,8053,239156,61,176
1610260680,192.168.1.151,52738,137.110.0.69,443,6,77,40,1,1
1610260681,192.168.1.151,49662,137.110.0.69,443,17,1290,2288,7,10
1610260683,192.168.1.151,49662,137.110.0.69,443,17,371,0,1,0
1610260683,192.168.1.219,5353,224.0.0.251,5353,17,116,0,1,0
1610260683,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,136,0,1,0
1610260684,192.168.1.151,49662,137.110.0.69,443,17,3460,2944,10,14
1610260684,FE80::403:9A25:E9EE:DBCA,0,FF02::16,0,0,76,0,1,0
1610260685,192.168.1.219,5353,224.0.0.251,5353,17,116,0,1,0
1610260685,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,136,0,1,0
1610260685,192.168.1.151,49662,137.110.0.69,443,17,43791,1169402,397,857
1610260686,192.168.1.151,49662,137.110.0.69,443,17,1299,1464,6,8
1610260686,FE80::403:9A25:E9EE:DBCA,0,FF02::16,0,0,76,0,1,0
1610260687,192.168.1.151,49662,137.110.0.69,443,17,1047,567,3,4
1610260688,192.168.1.151,49662,137.110.0.69,443,17,43537,1115181,372,825
1610260688,192.168.1.219,5353,224.0.0.251,5353,17,116,0,1,0
1610260688,FE80::403:9A25:E9EE:DBCA,5353,FF02::FB,5353,17,136,0,1,0
1610260689,192.168.1.151,49662,137.110.0.69,443,17,2014,58738,19,43
1610260691,192.168.1.151,49662,137.110.0.69,443,17,106,159,1,1
1610260691,192.168.1.164,9999,255.255.255.255,9999,17,57,0,1,0
1610260692,192.168.1.151,49662,137.110.0.69,443,17,247,137,2,1
1610260693,192.168.1.151,49662,137.110.0.69,443,17,39074,1176232,350,862
1610260693,FE80::4CE:4D49:278E:8590,5353,FF02::FB,5353,17,160,0,1,0
1610260694,192.168.1.151,49662,137.110.0.69,443,17,20668,477745,180,352
1610260694,FE80::4CE:4D49:278E:8590,0,FF02::16,0,0,76,0,1,0
1610260694,192.168.1.93,5353,224.0.0.251,5353,17,140,0,1,0
1610260694,FE80::4CE:4D49:278E:8590,5353,FF02::FB,5353,17,160,0,1,0
1610260697,192.168.1.151,49662,137.110.0.69,443,17,36796,1047946,331,769
1610260697,192.168.1.93,5353,224.0.0.251,5353,17,140,0,1,0
1610260697,FE80::4CE:4D49:278E:8590,5353,FF02::FB,5353,17,160,0,1,0
1610260698,192.168.1.151,49662,137.110.0.69,443,17,958,893,5,6
1610260699,192.168.1.151,49662,137.110.0.69,443,17,428,472,4,4
1610260700,192.168.1.151,49662,137.110.0.69,443,17,3189,1405,6,8
1610260702,192.168.1.151,49662,137.110.0.69,443,17,34699,1111483,307,819
1610260703,192.168.1.151,49662,137.110.0.69,443,17,4407,2469,13,13
1610260704,192.168.1.151,49662,137.110.0.69,443,17,107,118,1,1
1610260705,192.168.1.151,49662,137.110.0.69,443,17,321,354,3,3
1610260706,FE80::5AEF:68FF:FE42:A0DA,0,FF02::1,0,58,152,0,1,0
1610260706,192.168.1.151,49662,137.110.0.69,443,17,1694,1110,6,8
1610260706,192.168.1.93,5353,224.0.0.251,5353,17,140,0,1,0
1610260706,FE80::4CE:4D49:278E:8590,5353,FF02::FB,5353,17,160,0,1,0
1610260707,192.168.1.151,49662,137.110.0.69,443,17,503,330,4,3
1610260708,192.168.1.151,49662,137.110.0.69,443,17,742,0,2,0
1610260709,192.168.1.151,49662,137.110.0.69,443,17,56443,1648539,514,1209
1610260710,192.168.1.151,52738,137.110.0.69,443,6,117,117,2,2
1610260710,192.168.1.151,49662,137.110.0.69,443,17,699,571,2,4
1610260711,192.168.1.151,49662,137.110.0.69,443,17,994,802,6,4
1610260712,192.168.1.151,49662,137.110.0.69,443,17,337,137,2,1
1610260713,192.168.1.151,49662,137.110.0.69,443,17,849,118,3,1
1610260715,192.168.1.151,49662,137.110.0.69,443,17,676,236,4,2
1610260716,192.168.1.151,49662,137.110.0.69,443,17,214,236,2,2
1610260717,192.168.1.151,49662,137.110.0.69,443,17,1673,2025,11,14
1610260718,192.168.1.151,49662,137.110.0.69,443,17,6157,2110,12,6
1610260719,192.168.1.151,49662,137.110.0.69,443,17,3087,2162,8,9
1610260720,192.168.1.151,49662,137.110.0.69,443,17,225,118,2,1
1610260721,192.168.1.151,49662,137.110.0.69,443,17,338,118,2,1
1610260721,192.168.1.93,5353,224.0.0.251,5353,17,140,0,1,0
1610260721,FE80::4CE:4D49:278E:8590,5353,FF02::FB,5353,17,160,0,1,0
1610260722,192.168.1.151,49662,137.110.0.69,443,17,361,224,3,2
1610260722,192.168.1.1,0,224.0.0.251,0,2,28,0,1,0
1610260722,192.168.1.93,5353,224.0.0.251,5353,17,140,0,1,0
1610260722,FE80::4CE:4D49:278E:8590,5353,FF02::FB,5353,17,160,0,1,0
1610260723,192.168.1.151,49662,137.110.0.69,443,17,1096,255,5,2
1610260723,192.168.1.196,5353,224.0.0.251,5353,17,167,0,1,0
1610260723,FE80::59:6DA9:8305:BF98,5353,FF02::FB,5353,17,187,0,1,0
1610260724,192.168.1.1,0,224.0.0.251,0,2,28,0,1,0
1610260724,192.168.1.151,49662,137.110.0.69,443,17,43172,1173267,388,870
1610260724,192.168.1.196,5353,224.0.0.251,5353,17,167,0,1,0
1610260724,FE80::59:6DA9:8305:BF98,5353,FF02::FB,5353,17,187,0,1,0
1610260725,192.168.1.151,49662,137.110.0.69,443,17,923,1719,4,7
1610260725,192.168.1.60,9999,255.255.255.255,9999,17,57,0,1,0
1610260726,192.168.1.151,49662,137.110.0.69,443,17,10195,11938,25,27
1610260727,192.168.1.196,5353,224.0.0.251,5353,17,167,0,1,0
1610260727,FE80::59:6DA9:8305:BF98,5353,FF02::FB,5353,17,187,0,1,0
1610260728,192.168.1.151,49662,137.110.0.69,443,17,371,0,1,0
1610260729,192.168.1.151,49662,137.110.0.69,443,17,907,1223,7,9
1610260732,192.168.1.151,49662,137.110.0.69,443,17,3563,4217,21,28
1610260733,192.168.1.151,49662,137.110.0.69,443,17,5075,9389,15,18
1610260734,192.168.1.151,49662,137.110.0.69,443,17,4566,3075,10,12
1610260736,192.168.1.151,49662,137.110.0.69,443,17,10626,3852,12,9
1610260738,192.168.1.151,49662,137.110.0.69,443,17,371,0,1,0
1610260739,192.168.1.151,49662,137.110.0.69,443,17,35841,1027338,322,753
1610260740,192.168.1.151,49662,137.110.0.69,443,17,14932,383302,119,286
1610260740,192.168.1.164,5353,224.0.0.251,5353,17,764,0,4,0
1610260740,192.168.1.60,5353,224.0.0.251,5353,17,415,0,1,0
1610260740,192.168.1.151,52738,137.110.0.69,443,6,77,40,1,1
1610260741,192.168.1.151,49662,137.110.0.69,443,17,574,513,3,3
1610260743,192.168.1.151,49662,137.110.0.69,443,17,3178,1883,7,8
1610260744,192.168.1.151,49662,137.110.0.69,443,17,427,354,4,3
1610260745,192.168.1.151,49662,137.110.0.69,443,17,212,212,2,2
1610260746,192.168.1.151,49662,137.110.0.69,443,17,1611,1559,8,11
1610260747,192.168.1.151,49662,137.110.0.69,443,17,5628,2518,14,9
1610260748,192.168.1.151,49662,137.110.0.69,443,17,5140,1431,11,9
1610260749,192.168.1.196,5353,224.0.0.251,5353,17,167,0,1,0
1610260749,192.168.1.151,49662,137.110.0.69,443,17,2883,1830,7,9
1610260750,192.168.1.151,49662,137.110.0.69,443,17,1023,853,7,6
1610260750,FE80::59:6DA9:8305:BF98,0,FF02::16,0,0,76,0,1,0
1610260750,192.168.1.196,5353,224.0.0.251,5353,17,167,0,1,0
1610260750,FE80::59:6DA9:8305:BF98,5353,FF02::FB,5353,17,187,0,1,0
1610260751,192.168.1.164,5353,224.0.0.251,5353,17,1478,0,10,0
1610260751,192.168.1.60,5353,224.0.0.251,5353,17,992,0,5,0
1610260751,192.168.1.17,5353,224.0.0.251,5353,17,780,0,4,0
