Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1610922500,192.168.1.214,49665,137.110.0.70,443,17,254,276,2,2,1610922500375;1610922500395;1610922500611;1610922500629;,127;138;127;138;,1;2;1;2;
1610922504,192.168.1.214,49665,137.110.0.70,443,17,1126,1060,5,7,1610922504493;1610922504493;1610922504511;1610922504511;1610922504514;1610922504541;1610922504541;1610922504541;1610922504542;1610922504542;1610922504542;1610922504569;,544;165;126;126;165;195;157;165;126;126;165;126;,1;1;2;2;2;2;2;2;1;1;1;2;
1610922506,192.168.1.214,49665,137.110.0.70,443,17,0,106,0,1,1610922506768;,106;,2;
1610922511,192.168.1.214,49665,137.110.0.70,443,17,127,138,1,1,1610922511697;1610922511724;,127;138;,1;2;
1610922513,192.168.1.214,49665,137.110.0.70,443,17,3183,1398,5,7,1610922513230;1610922513230;1610922513230;1610922513250;1610922513252;1610922513252;1610922513286;1610922513286;1610922513286;1610922513286;1610922513286;1610922513314;,1366;692;834;126;126;126;510;219;165;126;165;126;,1;1;1;2;2;2;2;2;2;1;1;2;
1610922514,192.168.1.214,49665,137.110.0.70,443,17,107,118,1,1,1610922514785;1610922514803;,107;118;,1;2;
1610922526,192.168.1.214,49665,137.110.0.70,443,17,295,0,1,0,1610922526108;,295;,1;
1610922526,192.168.1.214,58524,137.110.0.70,443,6,117,117,2,2,1610922526552;1610922526573;1610922526573;1610922526613;,77;40;77;40;,1;2;2;1;
1610922527,192.168.1.214,49665,137.110.0.70,443,17,1668,1058,5,7,1610922527497;1610922527497;1610922527517;1610922527517;1610922527517;1610922527549;1610922527549;1610922527550;1610922527550;1610922527550;1610922527550;1610922527579;,1086;165;126;126;165;193;157;165;126;126;165;126;,1;1;2;2;2;2;2;2;1;1;1;2;
1610922532,192.168.1.157,9999,255.255.255.255,9999,17,57,0,1,0,1610922532646;,57;,1;
1610922534,192.168.1.214,49665,137.110.0.70,443,17,836,769,3,5,1610922534494;1610922534515;1610922534542;1610922534542;1610922534543;1610922534543;1610922534544;1610922534571;,545;126;195;157;165;126;165;126;,1;2;2;2;2;1;1;2;
1610922540,192.168.1.214,49665,137.110.0.70,443,17,617,896,5,5,1610922540874;1610922540879;1610922540879;1610922540897;1610922540897;1610922540898;1610922540899;1610922540905;1610922540921;1610922540929;,127;125;125;184;120;120;138;184;195;195;,1;1;1;2;1;1;2;2;2;2;
1610922541,192.168.1.214,49665,137.110.0.70,443,17,3305,1524,6,8,1610922541213;1610922541213;1610922541213;1610922541232;1610922541232;1610922541241;1610922541271;1610922541271;1610922541271;1610922541271;1610922541273;1610922541273;1610922541274;1610922541316;,1366;692;830;126;126;126;510;188;157;165;126;126;165;126;,1;1;1;2;2;2;2;2;2;2;1;1;1;2;
1610922544,192.168.1.214,49665,137.110.0.70,443,17,127,138,1,1,1610922544340;1610922544362;,127;138;,1;2;
1610922545,192.168.1.214,49665,137.110.0.70,443,17,254,276,2,2,1610922545405;1610922545422;1610922545637;1610922545660;,127;138;127;138;,1;2;1;2;
1610922556,192.168.1.214,58524,137.110.0.70,443,6,77,40,1,1,1610922556587;1610922556607;,77;40;,1;2;
1610922556,192.168.1.214,49665,137.110.0.70,443,17,127,138,1,1,1610922556727;1610922556752;,127;138;,1;2;
1610922559,192.168.1.214,49665,137.110.0.70,443,17,107,118,1,1,1610922559808;1610922559828;,107;118;,1;2;
1610922561,192.168.1.214,49665,137.110.0.70,443,17,0,504,0,1,1610922561473;,504;,2;
